Post ID,Confirmed DesignTag1,Confirmed DesignTag2,Confirmed DesignTag3,App Technology,App Domain,App Size,Platform Context,Organizational Context,Technical Context,Quality attributes,Other 1,Other 2,Other 3
32459866,mediator,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,maintainability,NONE,NONE,NONE
47241706,microservices,,,Web Application,NONE,Small,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
12251050,MVC,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
28963009,soa,,,Distributed Systems,NONE,NONE,Network context,NONE,Development methodology,security,NONE,NONE,NONE
51567174,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
6743831,MVC,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,performance,security,NONE,NONE
27749106,mvvm,,,NONE,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
49050109,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
41264957,MVC,,,Web Application,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
40932218,REST,,,NONE,NONE,NONE,Network context,NONE,Development methodology,security,NONE,NONE,NONE
25097244,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,modifiability,NONE,NONE,NONE
12176120,soa,,,Distributed Systems,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
7522465,dao,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
25578146,activerecord,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
12675128,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
26993506,REST,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
36256136,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
963851,soa,,,NONE,NONE,NONE,Databases,NONE,Quality standards,NONE,NONE,NONE,NONE
6061571,REST,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
33228178,microservices,,,Web Application,NONE,NONE,Hardware context,NONE,NONE,performance,NONE,NONE,NONE
7543252,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
53680768,REST,,,NONE,NONE,NONE,Network context,NONE,Quality standards,performance,NONE,NONE,NONE
960164,MVC,,,NONE,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
42146869,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
4845562,activerecord,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
32234004,REST,,,Web Application,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
29987818,activerecord,,,NONE,NONE,NONE,Databases,NONE,Development methodology,NONE,modifiability,NONE,NONE
789536,MVC,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,testability,NONE,NONE,NONE
31612059,activerecord,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
13497208,MVC,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
35932747,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,NONE,modifiability,NONE,NONE
42068224,MVC,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
10921253,REST,,,Web Application,NONE,NONE,Network context,NONE,NONE,security,NONE,NONE,NONE
54161997,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
5201821,activerecord,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
1160132,strategy-pattern,,,NONE,NONE,NONE,NONE,NONE,Development methodology,NONE,modifiability,NONE,NONE
15055213,client server,,,NONE,NONE,NONE,Network context,NONE,Quality standards,security,NONE,NONE,NONE
1219659,multi-tier,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
50357102,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
1531937,DTO,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
54639940,activerecord,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
41590859,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
3697650,activerecord,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
21529597,MVC,,,NONE,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
22166120,SINGLETON,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
56260055,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
19239051,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,performance,complexity,NONE,NONE
12034684,client server,,,NONE,NONE,NONE,Network context,NONE,Development methodology,security,NONE,NONE,NONE
31554113,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
767488,DTO,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,performance,interoperability,NONE,NONE
29855106,MVC,,,Mobile Application,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
54440749,MVC,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
788398,REST,,,Web Application,NONE,Small,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
49669399,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
39372776,REST,,,NONE,NONE,NONE,Databases,NONE,Development methodology,security,NONE,NONE,NONE
14815452,REST,,,NONE,NONE,NONE,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
16745730,REST,,,NONE,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
26907240,client server,,,NONE,NONE,NONE,NONE,NONE,Development methodology,NONE,NONE,NONE,NONE
55932124,microservices,,,NONE,NONE,NONE,Databases,NONE,Development methodology,security,NONE,NONE,NONE
46677958,REST,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
7190795,inversion-of-control,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
27636016,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
12632452,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
35558701,REST,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
26444127,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
55662469,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
54424613,REST,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,security,NONE,NONE,NONE
32241022,REST,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
55615744,REST,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
46952559,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
7977238,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
35759465,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
39425357,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
41074713,MVC,,,NONE,NONE,NONE,Databases,NONE,Development methodology,security,NONE,NONE,NONE
46662060,REST,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,security,mobile application,NONE,NONE
1425749,ddd,,,NONE,NONE,NONE,Databases,NONE,Quality standards,functionality,NONE,NONE,NONE
12641672,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
53523359,mvvm,,,NONE,NONE,NONE,Network context,NONE,Quality standards,security,NONE,NONE,NONE
6405377,client server,,,Mobile Application,NONE,NONE,Network context,NONE,NONE,NONE,NONE,NONE,NONE
33364897,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
27605985,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
13539859,soa,,,Mobile Application,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
15700608,MVC,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
13369426,REST,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,performance,mobile application,NONE,NONE
42824689,client server,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
26126622,REST,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
40924272,REST,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
36855266,REST,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
44530210,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
19089186,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
14666012,MVC,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
23657595,MVC,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
4642911,client server,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
51472410,REST,,,Web Application,nONE,nONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
28011327,decorator,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
44023500,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
26181111,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
35273556,REST,,,Web Application,NONE,NONE,Hardware context,NONE,Quality standards,performance,mobile application,NONE,NONE
34990385,ddd,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
19721282,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
45656769,ddd,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
47465212,microservices,,,NONE,NONE,NONE,Databases,NONE,Quality standards,NONE,NONE,NONE,NONE
11920154,client server,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
16409663,MVP,,,NONE,NONE,NONE,Databases,NONE,Quality standards,NONE,NONE,NONE,NONE
3088538,activerecord,,,NONE,NONE,NONE,Databases,NONE,Quality standards,NONE,NONE,NONE,NONE
53452635,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
51293061,visitor,,,Embedded Systems,NONE,NONE,NONE,NONE,Development methodology,NONE,NONE,NONE,NONE
24921227,memento,,,NONE,NONE,NONE,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
5835565,activerecord,,,NONE,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
24468204,DTO,,,NONE,NONE,NONE,Network context,NONE,Quality standards,NONE,NONE,NONE,NONE
5548889,REST,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
35717512,REST,,,Web Application,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
37629173,REST,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,security,NONE,NONE
22844785,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
50386213,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
3088701,activerecord,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,modifiability,performance,NONE,NONE
25263720,REST,,,Mobile Application,NONE,NONE,Network context,NONE,Development methodology,modifiability,NONE,NONE,NONE
10946049,ddd,,,NONE,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
28361556,SINGLETON,FACTORY METHOD,MVC,web Application,NONE,NONE,NONE,NONE,NONE,performance,NONE,NONE,NONE
22674101,REST,,,web Application,NONE,NONE,Databases,NONE,NONE,modifiability,Mobile Application,NONE,NONE
14218159,REST,,,web Application,NONE,NONE,Databases,NONE,Quality standards,security,modifiability,Network context,NONE
6873369,publish-subscribe,,,NONE,NONE,NONE,Network context,NONE,NONE,performance,modifiability,NONE,NONE
33368863,activerecord,,,NONE,NONE,NONE,Databases,NONE,Testing standards/ Methods,performance,availability,NONE,NONE
51889526,microservices,,,NONE,NONE,NONE,Network context,NONE,NONE,performance,NONE,NONE,NONE
26207531,activerecord,,,NONE,NONE,NONE,Databases,NONE,NONE,performance,NONE,NONE,NONE
20717000,ACTIVERECORD,,,NONE,NONE,NONE,Databases,NONE,Quality standards,modifiability,NONE,NONE,NONE
34868801,REST,,,NONE,NONE,NONE,Databases,NONE,Quality standards,security,performance,NONE,NONE
7225027,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
3518446,MVC,,,NONE,NONE,NONE,Databases,NONE,NONE,modifiability,NONE,NONE,NONE
7462715,soa,DTO,,web Application,NONE,NONE,NONE,Stakeholder context,development methodology,security,usability,modifiability,testability
10559813,REST,MVC,,NONE,financial Systems,NONE,Databases,NONE,Quality standards,modifiability,testability,NONE,NONE
26324588,activerecord,,,NONE,NONE,NONE,Databases,NONE,NONE,availability,performance,Network context,NONE
740574,REST,,,web Application,NONE,NONE,Databases,NONE,NONE,performance,Network context,security,NONE
48200345,ddd,,,NONE,NONE,NONE,Databases,NONE,NONE,modifiability,NONE,NONE,NONE
43383042,interceptor,,,NONE,NONE,NONE,Databases,NONE,development methodology,performance,Quality standards,NONE,NONE
30485612,activerecord,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
27769517,REST,,,Web Application,NONE,NONE,Databases,NONE,NONE,security,performance,Network context,NONE
10017338,REST,,,Web Application,NONE,NONE,Databases,NONE,NONE,performance,NONE,NONE,NONE
30970088,REST,,,Mobile Application,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
25907169,dao,,,NONE,NONE,NONE,Databases,NONE,development methodology,performance,NONE,NONE,NONE
27602608,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
38652876,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
16082615,activerecord,,,NONE,NONE,NONE,NONE,NONE,development methodology,modifiability,NONE,NONE,NONE
15764950,ADAPTER,,,Web Application,NONE,NONE,Network context,NONE,testing standards/ Methods,security,NONE,NONE,NONE
4206928,soa,,,Distributed Systems,NONE,NONE,NONE,NONE,NONE,modifiability,NONE,NONE,NONE
27705131,ACTIVERECORD,,,NONE,NONE,NONE,Databases,NONE,NONE,performance,NONE,NONE,NONE
15333662,client server,,,NONE,NONE,NONE,Network context,NONE,Quality standards,performance,NONE,NONE,NONE
52841347,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
35101884,REST,,,Web Application,NONE,NONE,Network context,NONE,Quality standards,performance,Mobile Application,NONE,NONE
19721403,REST,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
19284565,REST,INVERSION-OF-CONTROL,,NONE,NONE,Large,Databases,NONE,Testing standards/ Methods,security,NONE,NONE,NONE
48909280,REST,,,Web Application,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
22516611,REST,,,NONE,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
28772038,activerecord,,,NONE,Financial Systems,NONE,Databases,NONE,Quality standards,modifiability,NONE,NONE,NONE
32011007,REST,,,Mobile Application,NONE,NONE,Databases,NONE,Quality standards,security,performance,NONE,NONE
23427991,client server,,,Standalone Systems,NONE,NONE,Databases,NONE,Quality standards,performance,availability,NONE,NONE
28325202,REST,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
41825589,ACTIVERECORD,,,NONE,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
24009377,soa,,,Web Application,NONE,NONE,Network context,NONE,NONE,modifiability,Hardware context,NONE,NONE
16756331,REST,,,Web Application,Financial Systems,NONE,Databases,NONE,NONE,security,Mobile Application,NONE,NONE
22063495,REST,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,security,NONE,NONE,NONE
3110817,REST,,,Mobile Application,NONE,NONE,NONE,Stakeholder context,NONE,performance,security,NONE,NONE
19409646,iterator,,,NONE,NONE,NONE,Databases,NONE,NONE,performance,NONE,NONE,NONE
6657740,REST,DTO,MVC,Web Application,NONE,NONE,Databases,NONE,NONE,modifiability,Mobile Application,NONE,NONE
38676812,SINGLETON,,,Mobile Application,NONE,NONE,Network context,NONE,NONE,performance,NONE,NONE,NONE
28974038,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
29134464,REST,,,NONE,NONE,NONE,Network context,NONE,NONE,security,performance,NONE,NONE
34694108,MVC,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
20955873,REST,,,Web Application,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
37988965,REST,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,Network context,security,NONE
51426996,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
1686717,mvvm,,,NONE,NONE,NONE,Databases,NONE,NONE,performance,NONE,NONE,NONE
28192619,INVERSION-OF-CONTROL,,,NONE,NONE,NONE,NONE,NONE,Testing standards/ Methods,modifiability,NONE,NONE,NONE
55657698,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
50677614,REST,,,NONE,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
56886110,mvvm,,,Mobile Application,NONE,NONE,Databases,NONE,NONE,modifiability,NONE,NONE,NONE
28731322,MVC,dao,SINGLETON,Standalone Systems,NONE,NONE,Databases,NONE,NONE,modifiability,NONE,NONE,NONE
13765969,publish-subscribe,,,Distributed Systems,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
9337244,inversion-of-control,MVC,FACTORY METHOD,Web Application,NONE,NONE,Databases,NONE,NONE,modifiability,NONE,NONE,NONE
8917182,REST,,,Web Application,NONE,NONE,Databases,NONE,NONE,security,Network context,NONE,NONE
37879987,MVP,,,Mobile Application,NONE,NONE,NONE,NONE,NONE,modifiability,NONE,NONE,NONE
47043152,MVC,,,NONE,Financial Systems,NONE,Databases,NONE,NONE,modifiability,NONE,NONE,NONE
10824405,REST,,,Web Application,NONE,NONE,Network context,NONE,NONE,security,NONE,NONE,NONE
35414129,activerecord,,,NONE,NONE,NONE,NONE,NONE,NONE,modifiability,NONE,NONE,NONE
20643506,soa,,,Web Application,NONE,NONE,NONE,NONE,NONE,performance,NONE,NONE,NONE
1754711,activerecord,ddd,,NONE,Financial Systems,NONE,Databases,NONE,NONE,performance,NONE,NONE,NONE
37075779,REST,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
52207733,ddd,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
9714253,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
49709026,REST,,,Mobile Application,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
12074260,client server,,,Standalone Systems,NONE,NONE,Databases,NONE,NONE,performance,NONE,NONE,NONE
7972504,REST,,,Mobile Application,NONE,NONE,Network context,NONE,NONE,security,Web Application,NONE,NONE
1781071,REST,,,Web Application,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
25079177,mvvm,DTO,,NONE,NONE,NONE,Databases,NONE,Development methodology,performance,NONE,NONE,NONE
36031793,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
49271181,INVERSION-OF-CONTROL,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
4491289,REST,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
4352020,REST,,,NONE,NONE,NONE,NONE,NONE,NONE,modifiability,NONE,NONE,NONE
3398298,client server,,,Web Application,NONE,NONE,Development Systems,NONE,Testing standards/ Methods,modifiability,performance,NONE,NONE
33009431,ddd,,,NONE,NONE,NONE,Databases,NONE,NONE,performance,NONE,NONE,NONE
42659902,ddd,REST,SINGLETON,NONE,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
23762017,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
43823,soa,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,performance,Development methodology,NONE,NONE
49741652,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
45050705,client server,,,Web Application,NONE,NONE,NONE,NONE,NONE,performance,NONE,NONE,NONE
7525061,client server,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
36026990,inversion-of-control,service-locator,,Web Application,NONE,NONE,Databases,NONE,Development methodology,security,NONE,NONE,NONE
16123725,activerecord,,,Mobile Application,Entertainment Systems,NONE,Databases,NONE,Testing standards/ Methods,performance,NONE,NONE,NONE
27326345,DTO,REST,FACTORY METHOD,Web Application,NONE,NONE,Databases,NONE,Development methodology,performance,NONE,NONE,NONE
14711496,REST,,,Web Application,NONE,NONE,Network context,NONE,Quality standards,security,performance,NONE,NONE
41572447,MVC,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
7429515,ddd,,,NONE,Financial Systems,NONE,Databases,NONE,NONE,modifiability,NONE,NONE,NONE
9121000,dao,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
36261183,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
13850186,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
32117278,MVC,REST,,Web Application,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
39358842,microservices,REST,DTO,NONE,NONE,NONE,Databases,NONE,NONE,performance,Network context,NONE,NONE
35124104,activerecord,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
2057200,soa,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
32327587,REST,,,NONE,NONE,NONE,Network context,Stakeholder context,Quality standards,security,NONE,NONE,NONE
5093813,MVC,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
6826677,iterator,,,NONE,NONE,NONE,NONE,NONE,NONE,modifiability,NONE,NONE,NONE
44474202,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
1206871,MVC,,,NONE,NONE,NONE,Databases,NONE,Development methodology,modifiability,NONE,NONE,NONE
29761872,microservices,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
27362869,dao,,,NONE,Financial Systems,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
6150797,activerecord,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,modifiability,NONE,NONE
30790749,REST,MVC,,Web Application,NONE,NONE,Network context,NONE,NONE,security,NONE,NONE,NONE
4686451,REST,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,security,Mobile Application,NONE,NONE
54171282,REST,,,Mobile Application,NONE,NONE,NONE,NONE,Quality standards,security,Web Application,NONE,NONE
55421060,REST,,,Web Application,NONE,NONE,Network context,NONE,Quality standards,security,NONE,NONE,NONE
5492683,REST,,,NONE,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
5023666,SINGLETON,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
44344618,REST,,,NONE,NONE,NONE,Network context,NONE,NONE,NONE,NONE,NONE,NONE
6608672,activerecord,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
56775282,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
21830144,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
53818619,REST,,,NONE,NONE,NONE,Network context,NONE,NONE,security,NONE,NONE,NONE
24228790,inversion-of-control,MVP,REST,Web Application,Entertainment Systems,NONE,Network context,NONE,Development methodology,performance,NONE,NONE,NONE
47205832,REST,,,NONE,NONE,NONE,Network context,NONE,NONE,security,NONE,NONE,NONE
28930710,microservices,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
7718827,activerecord,,,NONE,NONE,NONE,Databases,NONE,NONE,performance,NONE,NONE,NONE
8269784,ddd,,,NONE,NONE,NONE,Databases,NONE,NONE,modifiability,NONE,NONE,NONE
1767979,iterator,,,NONE,NONE,NONE,NONE,NONE,NONE,performance,NONE,NONE,NONE
40823303,ddd,FACTORY METHOD,,NONE,NONE,NONE,Hardware context,NONE,NONE,modifiability,Databases,NONE,NONE
15250785,REST,,,Mobile Application,Entertainment Systems,NONE,Hardware context,NONE,NONE,performance,Web Application,NONE,NONE
35940503,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
49725953,mvvm,REST,,Web Application,NONE,NONE,Databases,NONE,NONE,performance,NONE,NONE,NONE
9234662,inversion-of-control,,,NONE,NONE,NONE,Databases,NONE,Quality standards,modifiability,NONE,NONE,NONE
3299868,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
43419276,REST,,,NONE,NONE,NONE,Network context,NONE,NONE,security,NONE,NONE,NONE
28260975,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
46545093,MVC,,,NONE,NONE,NONE,NONE,NONE,Quality standards,modifiability,NONE,NONE,NONE
45517907,REST,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
35619571,MVC,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
14672735,SINGLETON,,,NONE,NONE,NONE,Databases,NONE,NONE,performance,NONE,NONE,NONE
26955230,REST,,,Web Application,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
12315023,client server,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
56782160,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
20870386,REST,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,security,Network context,NONE,NONE
52252216,MVC,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
44519094,MVC,,,NONE,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
20046101,client server,,,NONE,NONE,NONE,Network context,NONE,NONE,NONE,NONE,NONE,NONE
9903960,REST,,,Information Systems,NONE,NONE,Databases,NONE,Quality standards,modifiability,Web Application,NONE,NONE
27257736,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
56570941,MVC,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
56239805,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
51361986,MVC,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,modifiability,NONE,NONE,NONE
52836611,REST,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
15134039,REST,MVC,,Web Application,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
348360,MVC,,,Web Application,NONE,NONE,Network context,NONE,Quality standards,performance,NONE,NONE,NONE
30401751,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
3409790,MVC,,,Web Application,NONE,NONE,Databases,NONE,NONE,modifiability,NONE,NONE,NONE
47260327,REST,microservices,,NONE,NONE,NONE,Network context,NONE,Quality standards,security,NONE,NONE,NONE
18208178,REST,,,NONE,NONE,NONE,Network context,NONE,Quality standards,performance,NONE,NONE,NONE
39137693,REST,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
6416229,REST,MVC,,Web Application,NONE,NONE,Network context,NONE,Quality standards,security,NONE,NONE,NONE
43763418,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
