,Id,data_nocode,ContextTag,data_phraseList
54,6068932,"['developing', 'mvc', 'application', 'nhibernate', 'session', 'request', 'pattern', 'time', 'users', 'read', 'data', 'use', 'nhibernates', 'second', 'level', 'cache', 'manner', 'setup', 'syscache', 'persistant', 'entities', 'cacheable', 'cache', 'usagenonstrictreadwrite', 'application', 'start', 'calls', 'load', 'commonly', 'entities', 'database', 'evaluation', 'purposes', 'trace', 'execution', 'time', 'approximately', '50000', 'results', '5', 'seconds', 'time', '25', 'seconds', 'subsequent', 'calls', 'cached', 'query', 'nhibernate', 'profiler', 'says', 'query', 'database', 'takes', '100ms', 'takes', 'time', 'switching', 'providers', 'got', 'similar', 'worse', 'results', 'velocity', 'memcached', 'read', 'virtually', 'find', 'nhibernate', 'use', 'second', 'level', 'cache', 'think', 'entirely', 'correct', 'statement', 'happens', '50000', 'objects', 'constructed', 'data', 'stored', 'entity', 'query', 'caches', 'session', 'timestamp', 'saved', 'timestamp', 'cache', '5', 'seconds', 'i5', 'machine', 'normal', 'reading', 'cached', 'data', '25', 'seconds', 'subsequent', 'calls', 'changes', 'inbetween', 'relatively', 'new', 'nhibernate', 'help', 'figure', 'wrong', 'help', 'greatly', 'appreciatedive', 'banging', 'head', 'wall', 'week']",yes,"['second level cache performance issue', 'second level cache', 'persistant entity cacheable cache usage nonstrict', 'query cache']"
55,24438769,"['access', 'nest', 'api', 'rest', 'embedded', 'controller', 'doesnt', 'firebase', 'library', 'installed', 'way', 'install', 'firebase', 'library', 'nest', 'docs', 'indicate', 'use', 'rest', 'api', 'gotten', 'pretty', 'far', 'authorization', 'process', 'receive', 'ton', 'http', 'page', 'data', 'json', 'discern', 'docs', 'talk', 'wss', 'web', 'socket', 'theres', 'sparse', 'information', 'use', 'rest', 'api', 'send', 'url', 'data', 'post', 'pertinent', 'json', 'data', 'huge', 'web', 'page', 'hope', 'clear', 'basically', 'dont', 'web', 'browser', 'build', 'embedded', 'system']",yes,"['rest api', 'pertinent json data', 'wss web socket', 'nest api']"
60,43834191,"['start', 'buliding', 'application', 'tinder', 'exactly', 'rest', 'service', 'api', 'redis', 'database', 'best', 'performance', 'multiple', 'queries', 'going', 'client', 'app', 'framework', 'use', 'offer', 'best', 'performace', 'lowest', 'latency', 'programming', 'language', 'irrelevant', 'appriciated', 'advice', 'use', 'best', 'technology', 'best', 'regards']",yes,"['best technology best regard', 'api rest service', 'best performace', 'best performance']"
61,20644672,"['setting', 'highavailability', 'environment', 'customer', 'pair', 'loadbalanced', 'hosts', 'serving', 'http', 'requests', 'rails', 'application', 'deployed', 'parallel', 'hosts', 'additionally', 'mysql', 'hosts', 'available', 'run', 'mysql', 'cluster', 'ndb', 'hosts', 'ie', 'multimaster', 'fully', 'redundant', 'configuration', 'specifically', 'avoid', 'masterslave', 'configuration', 'based', 'database', 'replication', 'feel', 'makes', 'writable', 'node', 'single', 'point', 'failure', 'guidance', 'best', 'interface', 'rails', 'app', 'multimaster', 'mysql', 'cluster', 'database', 'adapters', 'find', 'masterslave', 'setups', 'failover', 'adapter', 'sounds', 'promising', 'woefully', 'outdated', 'havent', 'managed', 'turn', 'similar', 'developed', 'years', 'aware', 'gems', 'use', 'approaches', 'serve', 'adapter', 'rails', 'application', 'multimaster', 'mysql', 'cluster', 'described']",yes,"['multi master', 'cluster ndb', 'rail application', 'high availability environment']"
64,10388235,"['application', 'exposes', 'service', 'consumed', 'web', 'application', 'jquery', 'post', 'applications', 'ipad', 'android', 'etc', 'create', 'authentication', 'system', 'highly', 'safe', 'fast', 'thought', 'making', 'token', 'passed', 'application', 'login', 'specific', 'time', '30', 'mins', 'post', 'refresh', 'expire', 'session', 'thought', 'making', 'token', 'sent', 'service', 'generate', 'token', 'accept', 'userid', 'password', 'encrypted', 'public', 'key', 'appid', 'server', 'decrypt', 'request', 'private', 'key', 'generate', 'token', 'valid', 'specific', 'time', 'highly', 'depend', 'private', 'key', 'system', 'leak', 'misuse', 'private', 'key', 'refreshed', 'specific', 'time', '2', 'hrs', 'refresh', 'private', 'key', 'ensure', 'issues', 'tokens', 'rejected', 'better', 'way']",yes,"['private key', 'restful wcf service authentication', 'public key', 'specific time']"
66,21141746,"['related', 'questions', 'http', '403', 'response', 'vs', 'http', '401', 'response', 'send', 'http', '401', 'http', '302', 'redirect', 'location', 'header', 'background', 'developing', 'php', 'web', 'application', 'redirect', 'clients', 'custom', 'error', 'pages', 'based', 'semantic', 'errors', 'encountered', 'specific', 'related', 'error', 'serve', 'client', 'logged', 'attempts', 'access', 'resource', 'protected', 'read', 'people', 'use', 'php', 'function', 'header', 'redirect', 'standard', 'http', '302', 'error', 'page', 'php', 'script', 'custom', 'function', 'checks', 'permissions', 'client', 'serves', 'appropriate', 'error', 'page', 'included', 'template', 'utilize', 'existing', 'basic', 'digest', 'authentication', 'built', 'http', 'dilemma', 'php', 'formbased', 'methodology', 'sessions', 'authenticate', 'users', 'http', '11', 'spec', 'calls', 'mandatory', 'wwwauthenticate', 'header', 'dont', 'send', 'http', '401', 'response', 'looks', 'attractive', 'send', 'deviate', 'spec', 'noticed', 'optional', 'warning', 'header', 'general', 'headers', 'use', 'send', 'request', 'use', 'warning', 'header', 'client', 'particular', 'response', 'semantically', 'different', 'assumed', 'generic', 'response']",yes,"['php function header', 'location header background', 'header field', 'general header']"
67,10221273,"['looked', 'activerecorddangerousattributeerror', 'similar', 'threads', 'dont', 'address', 'issue', 'omniauth', 'tutorial', 'url', 'able', 'authenticate', 'oauth', 'twitter', 'return', 'users', 'data', 'auth', 'problem', 'able', 'createsave', 'database', 'sqlite3', 'error', 'message', 'error', 'authentications', 'controller', 'models', 'work', 'past', 'error', 'googling', 'site', 'doesnt', 'help', 'understand', 'going', 'order', 'fix', 'thanks']",yes,"['error message error authentication controller model', 'omniauth tutorial http railscasts', 'omniauth railscast tutorial', 'database sqlite3']"
68,23456736,"['web', 'application', 'implementing', 'online', 'shopping', 'functionality', 'struts2', 'spring', 'hibernate', 'spring', 'security', 'implement', 'authorization', 'authentication', 'client', 'wants', 'develop', 'iosandroid', 'app', 'users', 'web', 'application', 'login', 'use', 'functionality', 'app', 'mobile', 'app', 'access', 'rest', 'based', 'web', 'services', 'json', 'implemented', 'jersey', 'questions', 'users', 'going', 'role', 'roles', 'depending', 'role', 'able', 'access', 'specific', 'resources', 'thinking', 'spring', 'security', '20', 'jersey', 'authenticate', 'users', 'oauth', '20', 'oauth', '20', 'right', 'applicable', 'choice', 'jersey', 'doesnt', 'support', 'oauth', '20', 'server', 'guess', 'able', 'use', 'oauth', 'provider', 'secure', 'jersey', 'services', 'right', 'oauth', 'right', 'choice', 'use', 'provide', 'role', 'based', 'authentication', 'authorization', 'mobile', 'app', 'users', 'rest', 'web', 'services']",yes,"['app mobile app', 'mobile app user', 'ios android app', 'web service']"
69,19624859,"['set', 'polymorphic', 'relationship', 'rails', 'running', 'difficulty', 'heres', 'data', 'model', 'physicalitem', 'virtualitem', 'differences', 'model', 'warrant', 'split', 'tables', 'envision', 'orders', 'table', 'physical', 'items', 'table', 'virtual', 'items', 'table', 'order', 'items', 'table', 'item', 'type', 'physicalitem', 'virtualitem', 'item', 'id', 'matching', 'row', 'corresponding', 'table', 'eventually', 'able', 'write', 'code', 'simple', 'theory', 'doesnt', 'look', 'theres', 'support', 'structure', 'general', 'thoughts', 'implementing', 'postgresql', 'database', 'activerecord']",yes,"['item type physicalitem', 'data model physicalitem', 'order item', 'physical item']"
70,34303982,"['application', 'validating', 'user', 'locally', 'matching', 'password', 'email', 'id', 'local', 'database', 'creating', 'session', 'key', 'java', 'uuid', 'generator', 'storing', 'guava', 'cache', 'checking', 'request', 'come', 'usernow', 'validating', 'user', 'openid', 'authentication', 'end', 'manage', 'session', 'users', 'login', 'openid', 'approach', 'backend', 'restful', 'jersey', 'servicehibernatepostgresql', 'end', 'html5', 'android', 'client', 'stuck', 'user', 'validating', 'end', 'openid', 'maintain', 'session', 'approach']",yes,"['restful jersey service hibernate postgresql', 'session key', 'java uuid generator', 'user']"
72,5361918,"['p2p', 'backup', 'network', 'peer', 'store', 'data', 'retrieve', 'later', 'peer', 'best', 'security', 'measures', 'data', 'wont', 'read', 'users', 'created', 'going', 'use', 'single', 'key', 'encryption', 'digital', 'signatures', 'sure', 'correct', 'approach', 'thanks', 'advance', 'help']",yes,"['single key encryption', 'p2p backup network', 'best security measure', 'encryption algorithm']"
74,34640611,"['afternoon', 'yall', 'double', 'check', 'work', 'effective', 'way', 'secure', 'microservices', 'premise', 'breaking', 'monolithic', 'application', 'monolithic', 'partner', 'api', 'microservices', 'oriented', 'specific', 'business', 'functions', 'theyll', 'likely', 'small', 'expressjs', 'applications', 'running', 'docker', 'container', 'elastic', 'beanstalk', 'knows', 'theyll', 'live', 'standing', 'kong', 'api', 'gateway', 'aws', 'api', 'gateway', 'encapsulate', 'details', 'microservices', 'feels', 'good', 'jwt', 'plugin', 'kong', 'verify', 'signature', 'jwt', 'pass', 'customer', 'id', 'header', 'microservice', 'mention', '3rd', 'party', 'developers', 'partaking', 'integration', 'fun', 'heres', 'basic', 'sketch', 'happening', 'implementation', 'generate', 'consumers', 'platform', '3rd', 'party', 'developer', 'web', 'app', 'mobile', 'app', 'current', 'integration', 'partners', 'note', 'create', 'consumers', 'user', 'logs', 'certainly', 'secure', 'adds', 'lot', 'work', 'figure', 'secret', 'api', 'gateway', 'clearly', 'issues', 'let', 'kong', 'verify', 'request', 'kind', 'bouncer', 'door', 'theres', 'authorization', 'authentication', 'dont', 'token', 'valid', 'gets', 'microservice', 'use', 'middleware', 'decode', 'use', 'custom', 'logic', 'decide', 'user', 'theyre', 'extra', 'stuff', 'theres', 'nice', 'access', 'control', 'plugin', 'kong', 'application', 'mobile', 'app', 'run', 'god', 'privileges', 'definitely', 'lock', 'developers', 'specific', 'routes', 'methods', 'revoking', '3rd', 'party', 'access', 'easy', 'revoking', 'end', 'users', 'access', 'wont', 'simple', 'willing', 'invalidate', 'jwts', 'generating', 'new', 'secret', 'limit', 'token', 'time', '10', 'minutes', 'applications', 'check', 'theyre', 'expired', 'new', 'token', 'original', 'request', 'way', 'flag', 'database', 'let', 'jwt', 'generated', 'ssl', 'jwt', 'stored', 'ssl', 'cookie', 'web', 'browser', 'theres', 'sensitive', 'information', 'stored', 'claims', 'thanks', 'guys']",yes,"['aws api gateway', 'monolithic partner api', 'nice access control plugin', 'api gateway']"
87,33434489,"['use', 'singleton', 'increase', 'response', 'database', 'connection', 'users', 'send', 'request', 'time', 'instances', 'connection', 'bottle', 'neck', 'use', 'approach', 'getinstace', 'method', 'closed', 'connection', 'use', 'singleton', 'benefit', 'created', 'connectionnew', 'connection', 'dose', 'makes', 'fetching', 'data', 'fastermaking', 'connection', 'time', 'consuming', 'non', 'busy', 'time', 'connection', 'single', 'tone', 'mode', 'max', '7', 'request', 'concurrent', 'program', 'instance', 'connection', 'busy', 'time', 'requests', 'waited', 'connection', '9', 'connection', 'share', 'new', 'requests', 'test', 'wrong', 'condition', 'send', '40', 'request', 'second', '3', 'different', 'browser', 'method', 'takes', '2', 'minutes', 'use', 'singleton', 'takes', '6', 'minutes', 'repeat', 'test', 'error', 'occurred', 'requests', 'heap', 'space', 'error', 'java', 'invocation', 'target', 'exception', 'note', 'output', 'saw', 'counter28', 'means', '2827', 'peak', 'task', 'waited', 'connection', 'problem', 'time', 'running', 'batch', 'requests', 'repeat', 'tis', 'test', 'error', 'reason', 'heap', 'space', 'lake']",yes,"['database connection', 'connection dose', 'java invocation target exception note', 'request concurrent']"
89,4981045,"['starting', 'new', 'project', 'planing', 'build', 'restful', 'end', 'ajax', 'font', 'end', 'approaching', 'problem', 'focusing', 'identifying', 'resources', 'http', 'verbs', 'uri', 'json', 'representations', 'resources', 'best', 'design', 'securing', 'backend', 'list', 'designs', 'considered', 'alternative', 'designs', 'listed', 'pros', 'cons', 'recommendations', 'system', 'implemented', 'spring', '30', 'possibly', 'spring', 'security', '30', 'ssl', 'parts', 'system', 'requests', 'come', 'ssl', 'option', '1', 'use', 'http', 'session', 'standard', 'login', 'screen', 'create', 'server', 'session', 'let', 'tomcat', 'send', 'jsessionid', 'cookie', 'ajax', 'client', 'include', 'jsessionid', 'cookie', 'xhr', 'request', 'options', 'feels', 'wrong', 'approach', 'reasons', 'connection', 'statefull', 'rules', 'rest', 'able', 'split', 'bakcend', 'multiple', 'seperate', 'war', 'files', 'means', 'multiple', 'http', 'sessions', 'backend', 'case', 'approach', 'work', 'dont', 'ability', 'split', 'backend', 'multiple', 'apps', 'today', 'prefer', 'design', 'allows', 'possibility', 'option', '2', 'find', 'open', 'source', 'java', 'based', 'security', 'library', 'spring', 'security', 'found', 'java', 'libraries', 'recommendations', 'highly', 'appreciated', 'option', '3', 'try', 'use', 'existing', 'protocol', 'oauth', 'brief', 'look', 'oauth', 'designed', 'authentication', 'sites', 'site', 'user', 'database', 'system', 'global', 'user', 'database', 'shared', 'backend', 'ajax', 'services', 'option', '4', 'use', 'saml', 'shiboleth', 'options', 'kill', 'hugely', 'complex', 'setup', 'maintain', 'option', '5', 'send', 'username', 'password', 'request', 'requires', 'user', 'sends', 'username', 'password', 'request', 'means', 'end', 'ajax', 'app', 'store', 'username', 'password', 'javascript', 'object', 'user', 'navigates', 'away', 'page', 'usernamepassword', 'combo', 'gone', 'user', 'forced', 'log', 'dont', 'end', 'try', 'username', 'password', 'cookie', 'comprise', 'security', 'option', '6', 'implement', 'authentication', 'authorization', 'protocol', 'create', 'rest', 'service', 'users', 'present', 'usernamepassword', 'combination', 'security', 'token', 'send', 'service', 'request', 'security', 'token', 'digitally', 'signed', 'service', 'expiry', 'time', 'token', 'good', 'operations', 'high', 'security', 'operations', 'require', 'new', 'login', 'screen', 'port', 'confirming', 'operation', 'problem', 'approach', 'invent', 'security', 'protocol', 'total', 'waste', 'time', 'sure', 'person', 'problem', 'hope', 'stack', 'overflow', 'community', 'point', 'options', 'tools', 'found']",yes,"['security option', 'operation high security operation', 'service option', 'username password combination']"
